jid,prompt,summary
1586918,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: case from him to another learned Judge for trial. Recording of the prosecution
evidence is almost over and but for a few more witnesses and some documents
which might come, the prosecution has already laid its entire cards before the
Court and Mehta, J. has, with reference to all this material, taken a view
which we have reversed. Though we have no doubt in our mind that Mehta, J.
acted fairly and impartially in disposing of the case in the manner he did, it
cannot be said that there is no scope for apprehension in the appellant's mind
that his complaint may not receive adequate and proper treatment at the hands
of the same learned Judge who has already expressed himself one way. In these
circumstances, while reiterating our opinion that we have no doubt that Mehta,
J. acted fairly and impartially and without casting any reflection whatsoever
on the learned Judge, we would, following the well known dictum that justice
should not only be done but must also appear to be done, request the learned
Chief Justice of the High Court to nominate another learned Judge to take up
the matter from the stage at which Mehta, J. made the impugned order. We hope
the learned Chief Justice will take prompt steps to nominate a learned Judge
to take up the trial and once such nomination is made, the learned trial Judge
will proceed expeditiously to dispose of the case finally.
    M.L.A.				    Appeal allowed in part.
    700


Write a summary of this court judgment.[/INST]","  The appellant had requested a new judge to take over their case from Mehta, J., who had already expressed a view on the matter. The court agreed, stating that while Mehta, J. had acted fairly and impartially, there was still a possibility of the appellant feeling that their complaint may not receive proper treatment from the same judge. Therefore, the court requested the Chief Justice to nominate another judge to take over the case from the stage where Mehta, J. made the impugned order. The appeal was allowed in part."
115718142,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: counsel appearing for the defendants nevertheless states that since the nature
of production of the applicant's/plaintiff's film is different from that of
the defendants they could have no objection for any benefit that would flow
out of the production of the short film of the applicant/plaintiff. They are
not opposed with the right, title and claim with the State of Tamil Nadu as
far as applicant's short film DVD Movie is concerned.
35\. Both the Original Application Nos.710 and 711 of 2013 are dismissed.
                                                                                   25.9.2013 
    Index    :  Yes 
    Internet:   Yes 
    Office to note:-
    Issue copy immediately
    ts
    R.SUDHAKAR,J.
    ts
    Common Order in       
      O.A.Nos.710 & 711 of 2013
                                                                                       in   
      C.S.No.639 of 2013     
                                                                                25.9.2013   


Write a summary of this court judgment.[/INST]","  This court judgment is in regards to two original applications (O.A.Nos.710 and 711 of 2013) and a common order for both applications. The applications were filed by the plaintiff/applicant seeking an injunction restraining the defendants from infringing their copyright in a short film DVD movie. The defendants stated that they had no objection to the production of the plaintiff's short film and were not opposed to the right, title, and claim of the State of Tamil Nadu regarding the film. The court, presided over by R. Sudhakar, J., dismissed both applications and issued a common order. The order was made on September 25, 2013, and the court directed that a copy of the order be issued immediately."
1877956,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: the exemption relating to purchase tax and confined the exemption from sales
tax to the limit specified in the proviso of the Notification. All parties
before us who in response to the Order of April 11, 1979 set up their
industries prior to 21.10.1980 within the State of Kerala would thus-be
entitled to the exemption 660 extended and/or promised under that Order. Such
exemption would continue for the full period of five years from the date they
started production. New industries set up after 21.10. 1980 obviously would
not be ,entitled to that benefit as they had noticed of the curtailment in the
exemption before they came to set up their industries. In the course of
hearing and in the written submissions furnished on behalf of the State it was
contended that the question as to which of the appellants are entitled to the
benefit should be left to the Sales Tax Authorities to decide. We are of the
view that once the law is settled, that part of the decision may be left to
the Departmental authorities and they may decide the question on merits in
appropriate proceeding in accordance with the law laid down in this judgment.
Each of the appeals is allowed. Parties are directed to bear their own costs
throughout.
    P.S.S.						      Appeal
    allowed.
    661


Write a summary of this court judgment.[/INST]","  The court judgment is regarding an exemption from sales tax for industries set up in the State of Kerala. The exemption was initially extended to all industries set up prior to 21.10.1980, but was later curtailed to a limit specified in a proviso of a notification. The judgment states that industries set up prior to 21.10.1980 would be entitled to the exemption for a period of five years from the date they started production, while new industries set up after that date would not be entitled to the benefit. The court also states that the decision regarding which appellants are entitled to the benefit should be left to the Sales Tax Authorities to decide in accordance with the law laid down in the judgment. The appeals are allowed and parties are directed to bear their own costs throughout."
1548289,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: Act can be deliberated upon. Be that as it may.
26\. We however agree that it is necessary to make a distinction in regard to
information intended to bring transparency, to improve accountability and  29
to reduce corruption, falling under section 4(1)(b) and (c) and other
information which may not have a bearing on accountability or reducing
corruption. The competent authorities under the RTI Act will have to maintain
a proper balance so that while achieving transparency, the demand for
information does not reach unmanageable proportions affecting other public
interests, which include efficient operation of public authorities and
government, preservation of confidentiality of sensitive information and
optimum use of limited fiscal resources.
27\. In view of the above, this appeal is allowed in part and the order of the
High Court is set aside and the order of the CIC is restored, subject to one
modification in regard to query (13): ICAI to disclose to the first
respondent, the standard criteria, if any, relating to moderation, employed by
it, for the purpose of making revisions under Regulation 39(2).
............................J.
                                                                  (R V Raveendran)
    New Delhi;                                                  ............................J.
    September  2, 2011.                                           (A K Patnaik)       


Write a summary of this court judgment.[/INST]","  The Supreme Court of India allowed an appeal in part and set aside the order of the High Court while restoring the order of the Central Information Commission (CIC) with a modification. The case revolves around the Right to Information (RTI) Act, and the court had to balance the demand for transparency with the need to maintain confidentiality of sensitive information and optimal use of limited fiscal resources.

The court made a distinction between information that aims to bring transparency and improve accountability, and other information that may not have a bearing on accountability or reducing corruption. It was ruled that competent authorities under the RTI Act must maintain a proper balance to achieve transparency without affecting other public interests.

In the specific case, the court ordered the Institute of Chartered Accountants of India (ICAI) to disclose the standard criteria employed by it for moderation purposes, for the purpose of making revisions under Regulation 39(2). The court also modified the order of the CIC regarding query (13) in this regard."
155579055,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt:                                                                 completed in
                                                                21.12.2018
    Date on which the typed draft is placed before the
    dictating Member
    Date on which the typed draft is placed before the
    Other Member
    Date on which the approved draft comes to the Sr.
    PS/PS
    Date on which the fair order is placed before the
    Dictating Member for pronouncement
    Date on which the fair order comes back to the Sr.
    PS/PS
    Date on which the final order is uploaded on the
    website of ITAT
    Date on which the file goes to the Bench Clerk
    Date on which the file goes to the Head Clerk
    The date on which the file goes to the Assistant
    Registrar for signature on the order
    Date of dispatch of the Order
                                    Page 112 of 112


Write a summary of this court judgment.[/INST]","  The judgment appears to be related to a case involving the Income Tax Appellate Tribunal (ITAT). The excerpt provides information about the dates related to various stages of the judgment process, including the date the typed draft was placed before the dictating member, the date the approved draft was received by the Sr. PS/PS, the date the fair order was placed before the dictating member for pronouncement, and the date the final order was uploaded on the ITAT website. Additionally, the excerpt mentions the dates the file was sent to the Bench Clerk, Head Clerk, and Assistant Registrar for signature, as well as the date of dispatch of the order.

Without further context or information about the case, it is difficult to provide a more detailed summary of the judgment. However, based on the information provided, it appears that the judgment was completed on December 21, 2018, and went through various stages of review and processing before being finalized and uploaded on the ITAT website."
36937,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: Notification issued thereunder do not suffer from the vice of excessive
delegation of legislative power.
We may at this stage refer to one other subsidiary argument urged on behalf of
the appellants. It is argued that because paddy and rice are not different
kinds of goods but one and the same, inclusion of both paddy and rice in
Schedule 'C' to the Act would amount to imposition of double taxation under
the Act. There is no merit in this contention also because the assumption that
paddy and rice are one and the same is erroneous. In Ganesh Trading Co.,
Karnal v. State of Haryana & Anr. arising under the Act, this Court has held
that although rice is produced out of paddy, it is not true to say that paddy
continued to be paddy even after dehusking; that rice and paddy are two
different things in ordinary parlance and therefore, when paddy is dehusked
and rice produced, there is a change in the identity of the goods. The above
decision follows the principle enunciated by this Court in State of Punjab v.
Chandu Lal Kishori Lal in which it was held that cotton seeds when separated
from cotton constituted distinct commercial goods different from cotton. The
above contention has, therefore, to be rejected.
In the result these appeals fail and they are dismissed. The parties shall,
however, bear their own costs. N.K.A. Appeals dismissed.
972


Write a summary of this court judgment.[/INST]","  The court judgment is regarding an appeal against the inclusion of both paddy and rice in Schedule 'C' of the Act, which imposes a tax on the sale of goods. The appellants argue that including both paddy and rice in the same schedule amounts to double taxation. The court rejects this argument, citing previous decisions in Ganesh Trading Co., Karnal v. State of Haryana & Anr. and State of Punjab v. Chandu Lal Kishori Lal, which hold that rice and paddy are two different goods with distinct commercial identities, and therefore, the taxation of both goods does not constitute double taxation. The court also finds that the notification issued under the Act does not suffer from excessive delegation of legislative power. The appeals are dismissed, and the parties are ordered to bear their own costs."
1035719,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: signed in all the relevant papers as Nalini and made the insurance company
believe that her name was Nalini, but the said , deceit did not either secure
to her advantage or cause any non-economic loss or injury to the insurance
company. The charge does not disclose any such advantage or injury, nor is
there any evidence to prove the same. The fact that Dr. Vimla said that the
owner of the car who sold it to her suggested that the taking of the sale of
the car in the name of Nalini would be useful for income-tax purposes is not
of any relevance in the present case, for one reason, the said owner did not
say so in his evidence and for the other, it was not indicated in the charge
or in the evidence. In the charge framed, she was alleged to have defrauded
the insurance company and the only evidence given was that if it was disclosed
that Nalini was a minor, the insurance company might not have paid the money.
But as we have pointed out earlier, the entire transaction was that of Dr.
Vimla and it was only put through in the name of her made minor daughter for
reasons best known to herself. On the evidence as disclosed, neither was she
benefited nor the insurance company incurred loss in any sense of the term. In
the result, we allow the appeal and hold that the appellant was not guilty of
the offence under 600 ss. 467 and 468 of the Indian Penal Code. The conviction
and sentence passed on her are set aside. Fine, if paid, is directed to be
refunded to the appellant, Appeal allowed.


Write a summary of this court judgment.[/INST]","  The appellant, Dr. Vimla, was accused of defrauding an insurance company by signing papers as ""Nalini,"" her minor daughter, in order to secure an insurance payout. The court found that there was no evidence to suggest that Dr. Vimla benefited from the transaction, nor did the insurance company incur any loss. The court also found that the owner of the car who suggested the name change did not provide any evidence to support this claim. Therefore, the court allowed the appeal, set aside the conviction and sentence, and ordered the refund of any fines paid."
856194,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: Reduction of punishment in a case like this is bound to have demoralizing
effect on the women employees and is a retrograde step. There was no
justification for the High Court to interfere with the punishment imposed by
the departmental authorities. The act of the respondent was unbecoming of good
conduct and behaviour expected from a superior officer and undoubtedly
amounted to sexual harassment of Miss X and the punishment imposed by the
appellant, was, thus, commensurate with the gravity of his objectionable
behaviour and did not warrant any interference by the High Court in exercise
of its power of judicial review. At the conclusion of the hearing, learned
counsel for the respondent submitted that the respondent was repentant of his
actions and that he tenders an unqualified apology and that he was willing to
also go and to apologize to Miss X. We are afraid, it is too late in the day
to show any sympathy to the respondent in such a case. Any lenient action in
such a case is bound to have demoralizing effect on working women. Sympathy in
such cases is uncalled for and mercy is misplaced. Thus, for what we have said
above the impugned order of the High Court is set aside and the punishment as
imposed by the Disciplinary Authority and upheld by the Departmental Appellate
Authority of removal of the respondent from service is upheld and restored.
The, appeals, thus succeed and are allowed. We, however, make no order as to
costs.


Write a summary of this court judgment.[/INST]","  The court judgment is regarding a case of sexual harassment of a woman employee (Miss X) by a superior officer (the respondent). The departmental authorities had imposed a punishment of removal from service on the respondent, which was upheld by the Departmental Appellate Authority. The respondent had appealed to the High Court, which had interfered with the punishment and reduced it. The appellant (the department) had challenged the High Court's decision in the Supreme Court. The Supreme Court has now set aside the High Court's order and upheld the original punishment of removal from service, stating that the respondent's actions were unbecoming of a superior officer and amounted to sexual harassment, and that any leniency in such cases would have a demoralizing effect on working women. The court also noted that the respondent's apology and willingness to apologize to Miss X came too late and was not sufficient to warrant any sympathy. The appeals have been allowed, and the respondent has been removed from service."
938898,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: facts of a given case by examining the pleadings, the issues that had been
framed and the judgment that had been rendered thereon. If it is found after
such examination that the findings recorded was one which was not necessary
for the final decision in the case or that it did not constitute the immediate
foundation for the ultimate decision, such a finding cannot be regarded as a
finding on a matter which was directly and substantially in issue and no
question of res judicata would arise.
19\. We have, at the outset, set out the pleas that were taken by the parties
to the suits, the nature of the issues and the findings recorded by the Trial
Court on those issues. They clearly show that issue No.2 framed in O.S.No.5 of
1978 was wholly unnecessary, the issue framed also being faulty and not being
reflective of the pleas that had been taken by the parties. The finding on
that issue can by no means be regarded as being necessary and it is impossible
to regard it as constituting the immediate foundation for the ultimate
decision in the suit. No question of regarding the finding thereon as res
judicata would, therefore, arise.
20\. No other question was argued before us. We do not find any merit in this
appeal. The same is dismissed. The C.M.P. is closed.
Index:Yes Website:Yes To The II Additional District Judge, Pondicherry.
Dev/ 


Write a summary of this court judgment.[/INST]","  The court judgment is discussing the concept of res judicata, which means that a matter that has already been decided in a previous legal case cannot be re-litigated. The judgment states that in order for a finding to be considered res judicata, it must be a finding on a matter that was directly and substantially in issue and must constitute the immediate foundation for the ultimate decision in the case.

The court then examines the pleadings, issues, and judgment of a specific case (O.S.No.5 of 1978) and finds that issue No.2 framed in the case was unnecessary and faulty. The court determines that the finding on that issue was not necessary for the final decision in the case and did not constitute the immediate foundation for the ultimate decision. Therefore, the court rules that the finding on issue No.2 cannot be regarded as res judicata.

The court also states that no other questions were argued in the appeal, and therefore, the appeal is dismissed. The court closes the C.M.P. (Civil Miscellaneous Petition) and directs the II Additional District Judge, Pondicherry to take appropriate action."
919121,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: This presumption, however, cannot be stretched too far and cannot be carried
to the extent of always holding that there must be some undisclosed and
unknown reason for subjecting certain individuals or corporations to hostile
and discriminatory treatment (Vide Gulf, Colorado, etc. v. W. H. Ellis, (1897)
165 U.S. 150; 41 L. Ed. 666). There may be cases where improper execution of
power will result in injustice to the parties. As has been observed, however,
the possibility of such discriminatory treatment cannot necessarily invalidate
the legislation and where there is an abuse of such power, the parties
aggrieved are not without ample remedies under the law (Vide Dinabandhu. Sahu
v. Jadumony Mangaraj, [1955] 1 S. C. R. 140,146). What will be struck down in
such cases will not be the provision which invests the authorities with such
power but the abuse of the power itself.""
It, therefore, follows that s. 7 of the Act cannot be impugned on the ground
of excessive delegation of legislative power.
All the various contentions urged by the petitioners therefore fail and the
result is that the petitions filed by the petitioners before us must be
dismissed with costs. The State of Bombay which is the only respondent in all
these petitions will however get only one set of costs therein.
Petitions dismissed.
528


Write a summary of this court judgment.[/INST]","  The judgment is regarding a challenge to the constitutionality of Section 7 of a certain Act, on the grounds of excessive delegation of legislative power. The court held that the presumption of constitutionality cannot be stretched too far and that there may be cases where improper execution of power will result in injustice to parties. However, the possibility of discriminatory treatment cannot necessarily invalidate the legislation. The court also held that where there is an abuse of power, the parties aggrieved have ample remedies under the law. Therefore, the court dismissed the petitions filed by the petitioners and upheld the constitutionality of Section 7 of the Act."
685234,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: It is feebly argued that the notification is bad as it amounts to a delegation
of essential legislative function. Assuming that there is delegation of
legislative function, the Act having laid down its policy, such delegation of
power, if any, is not vitiated at all, for the legislation by the delegates
will have to conform to the policy so laid down by the Act. Lastly a point is
raised that the notification is bad because it violates Art. 23 of the
Constitution. It is frankly stated by the learned counsel. that this point is
rather premature at this stage and that he desires to reserve his client's
right to raise it in future.
No other point has been urged before us and for reasons stated above the
appeals Nos. 455, 456 and 457 of 1957 are dismissed with costs. Appeals Nos.
656, 657 and 658 of 1957 succeed only in part, namely, to the extent that only
the word-, "" by way of redress or punishment "" occurring in the latter portion
of el. (10) will be deleted so that the latter portion of cl. (10) will read
as: "" and the action which in the opinion of the Commission should be
taken.................. to act as a preventive in future cases "" as indicated
above. We make no order as to the costs of these three appeals.
C. A. Nos. 455, 456 and 457 of 1957 dismissed. C. A. Nos. 656, 657 and 658 of
1957 Partly allowed.
313


Write a summary of this court judgment.[/INST]","  The court judgment is regarding an appeal against a notification issued by the government. The appellants argue that the notification is invalid as it delegates essential legislative functions and violates Article 23 of the Constitution. The court dismisses the appeals, stating that the notification does not violate Article 23 and that the delegation of power, if any, conforms to the policy laid down by the Act. The court also partially allows another appeal, deleting certain words from a clause in the notification. The court makes no order as to the costs of the appeals."
1822024,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: where he was living as it was not possible for him to reside there with
stranger. The respondents in such circumstances cannot be permitted to take
advantage of their own acts and defeat the claim of the appellant in the suit
by saying that old cause of action under section 44 of the Transfer of
Property Act no longer survived in view of their taking possession. In such
circum- stances it is but just and necessary that a direction should go to the
respondents to undo what they have done with knowledge of the appellant's
rights to compel the purchaser or to deny joint possession.
These facts in our view clearly establish that not only a refusal to grant an
interim mandatory injunction will do irreparable injury to the appellant but
also balance of convenience is in favour of the appellant fox, the grant of
such injunction. In the result we allow the appeal, set aside the judgment of
the High Court and restore that of the trial court with costs in this appeal.
We may add that our observations on facts are not to be taken as binding at
the time of final disposal of the suit after trial. We also make it clear that
if the vendors desire to come and stay in the portion of the house which was
in their possession earlier, they may indicate it to the Court and the trial
court on such request will pass appro- priate orders in that regard.
    R.S.S.					     Appeal allowed.
    353


Write a summary of this court judgment.[/INST]","  The appellant and respondents were involved in a property dispute. The appellant claimed that the respondents had taken possession of a portion of the property without their knowledge and consent, and that they had been living there as it was not possible for them to reside with strangers. The court found that the respondents could not take advantage of their own acts to defeat the appellant's claim, and that it was just and necessary to direct the respondents to undo what they had done and compel the purchaser to deny joint possession. The court allowed the appeal, set aside the judgment of the High Court, and restored that of the trial court with costs. The court also made it clear that if the vendors desired to come and stay in the portion of the house that was in their possession earlier, they may indicate it to the court and the trial court would pass appropriate orders in that regard."
1418391,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: in an integrated process for weaving the same into fabrics. Although it has
been alleged that the yarn is obtained at an intermediate stage of an
integrated process of manufacture of fabrics, it appears to be not so. After
the yarn is produced it is sized and, 721 thereafter, subjected to a process
of weaving the same into fabrics. Be that as it may, as we have held that the
commodity which is obtained at an intermediate stage of an integrated process
of manufacture of another commodity, is liable to the payment of excise duty,
the yarn that is produced by the appellants is also liable to payment of
excise duty. In our view, the High Court by the impugned judgment has rightly
held that the appellants are not liable to pay any excise duty on the yarn
after it is sized for the purpose of weaving the same into fabrics. No
distinction can be made between unsized yarn and sized yarn, for the unsized
yarn when converted into sized yarn does not lose its character as yarn.
For the reason aforesaid, the judgment of the High Court is affirmed and this
appeal is dismissed. There will. however, be no order as to costs.
Civil Appeal Nos. 2658 and 4168 of 1983.
In view of the judgment passed in Civil Appeal No. 297 of 1983, these appeals
are also dismissed. There will, however, be no order as to costs.
    S.L.					Appeals dismissed.
    722


Write a summary of this court judgment.[/INST]","  The court judgment is regarding the liability of excise duty on yarn produced by the appellants. The appellants argue that the yarn is obtained at an intermediate stage of an integrated process of manufacture of fabrics and therefore, should not be liable for excise duty. However, the court holds that the yarn is liable to payment of excise duty as it is produced by the appellants and is not at an intermediate stage of the manufacturing process. The court also states that unsized yarn and sized yarn are not distinguishable for the purpose of excise duty, as sized yarn does not lose its character as yarn. The appeal is dismissed and the judgment of the High Court is affirmed."
1011356,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: effective control of the machinery even while the machinery was in use of the
contractor was that of the respondent company; the contractor was not free to
make use of the machinery for the works other than the project work of the
respondent or move it out during the period the machinery was in his use; the
condition that the contractor would be responsible for the custody of the
machinery while it was on the site did not militate against respondent's
possession and control of the machinery. It may also be noticed that even the
Appellate Deputy Commissioner, Kakinada in the order dated 15.11.1999 in
regard to assessment years 1986-87 and 1987-88 held that under the terms and
conditions of the agreement, there was no transfer of right to use the
machinery in favour of the contractor. Although it cannot be said that the
appellant was estopped from contending otherwise in regard to assessment year
1988-89, it is an additional factor and circumstance, which supports the stand
of the respondent.
In our view, no fault can be found with the order under challenge. In the
light of what is stated above this appeal has no merit. Consequently it is
dismissed directing the parties to bear their respective costs.
................J.
(Shivaraj V. Patil) ................J.
(Bisheshwar Prasad Singh) March 06, 2002.


Write a summary of this court judgment.[/INST]","  The court judgment is regarding a dispute between a respondent company and a contractor. The respondent company had provided machinery to the contractor for use in a project. The contractor was not free to use the machinery for any other purpose or move it out during the period of use. The respondent company had effective control over the machinery, and the contractor was responsible for its custody while on the site. The court held that there was no transfer of right to use the machinery in favor of the contractor, and the respondent company had possession and control over it. The court dismissed the appeal and directed the parties to bear their respective costs."
491934,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: foreign technical director, only that portion of the amount which is exempt
under s. 10(6)(viia) of the Act should also not be taken into consideration
for applying the ceiling under s. 40(c) of the Act. It cannot be on the entire
salary, remuneration or perquisite paid to the foreign director as the Central
Government has not applied its mind to the entire salary that was paid to the
foreign technician. The reasonable construction of s. 40A(5)(b) would be to
limit the allowance to the extent to which the exemption was granted by the
Central Government. Therefore, the Tribunal was correct in holding that in
determining the quantum of remuneration, it cannot be on total remuneration,
but the remuneration to which the remuneration was exempt under s. 10(6)(viia)
of the Act.
18\. Accordingly, we answer the questions of law referred to us as under :
(i) First question of law, in the affirmative and against the assessee.
(ii) Second question of law, in the affirmative and against the assessee.
(iii) Third question of law, in the negative and in favour of the Revenue.
(iv) Fourth question of law, in the negative and in favour of the Revenue.
(v) Fifth question of law, in the affirmative and against the Revenue.
Each party will be entitled to the costs of the reference. Costs Rs. 1500 one
set in Tax Cases Nos. 1816 and 1817 of 1984 and Rs. 1500 in Tax Cases No. 1818
of 1984.


Write a summary of this court judgment.[/INST]","  The court judgment is regarding a dispute between the assessee (a foreign technical director) and the Revenue (the Central Government) regarding the quantum of remuneration that should be considered for the purpose of applying the ceiling under section 40(c) of the Income Tax Act. The court held that only that portion of the amount which is exempt under section 10(6)(viia) of the Act should be considered for applying the ceiling, and not the entire salary or remuneration paid to the foreign director. The court also answered five questions of law referred to it, with the first and second questions being answered in the affirmative and against the assessee, the third and fourth questions being answered in the negative and in favour of the Revenue, and the fifth question being answered in the affirmative and against the Revenue. Each party was entitled to the costs of the reference."
1328814,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: the Drugs Act at all for its interpretation and the Schedule was thence to be
interpreted as it existed along with that self-containing definition in
Explanation I. In doing so, the position that ""Patent and Proprietary
medicines"" means ""any medicinal preparation"" which very ""Medicinal
preparation"" includes all drugs which are a remedy or prescription etc. as
defined in s. 2(g) of the Act. So a reference to the Drugs Act was still
necessary. No doubt this is an inclusive definition. To enlarge its deno-
tation a specific provision to include Ayurvedic prepara- tions containing
selfgenerated alcohol which are not capable of being consumed as ordinary
alcoholic beverages was neces- sary. That having not been done by the
Explanation itself, it was not permissible to include it by the Circular. The
Explanation I could not have been in conflict with the provisions of the Act
and the Circular could not have been in conflict with the Explanation, the
Schedule, the Rules and the Act.
In the result, we set aside the judgment and decree of the High Court and
restore those of the Civil Judge decree- ing the suit. We leave the parties to
bear their own costs.
    Y.    Lal					      Appeal
    allowed.
    153


Write a summary of this court judgment.[/INST]","  The court judgment is about a dispute regarding the interpretation of the Drugs Act and its Explanation I, specifically regarding the definition of ""Patent and Proprietary medicines"" and whether it includes Ayurvedic preparations containing self-generated alcohol. The court held that the Explanation I of the Drugs Act cannot be interpreted to include such preparations, as it only provides an inclusive definition of ""Medicinal preparation"" and does not specifically mention Ayurvedic preparations. Therefore, the court set aside the judgment and decree of the High Court and restored the decree of the Civil Judge, allowing the appeal. The parties were directed to bear their own costs."
1767393,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: in the interest of justice. It is so because different High Courts did not
have unanimous judicial opinion on the issue. Punjab and Haryana High Court
and the Division Bench of the Kerala High Court upheld the contention of the
employees with regard to applicability of Regulation 29(5) to the optees who
had completed 20 years of service while the Division Bench of the Calcutta
High Court and a single Judge of the Kerala High Court took exactly an
opposite view. The stance of the banks,  46 although found not meritorious,
cannot be said to be totally frivolous. We, accordingly, hold that the subject
employees are not entitled to interest on unpaid pension.
56\. The result of the foregoing discussion is that the appeals preferred by
the banks must fail and are dismissed while the appeals of the employees
deserve to be allowed and are allowed accordingly. The respective banks shall
now recalculate, within one month from today, the pension payable to the
concerned employees by giving them the benefit of Regulation 29(5). However,
the employees shall not be entitled to interest on unpaid pension. The pending
applications in these appeals stand disposed of. The parties shall bear their
own costs.
................................J (D.K. Jain)
................................J (R.M. Lodha) New Delhi, March 27, 2009  47
48


Write a summary of this court judgment.[/INST]","  The summary of this court judgment is that the Supreme Court of India has ruled in favor of the employees in a case involving the applicability of Regulation 29(5) of the Employees' Pension Scheme, 1995. The regulation in question deals with the pension benefits of employees who have completed 20 years of service. The court has held that the employees are entitled to the benefits of Regulation 29(5) and the banks must recalculate the pension payable to the concerned employees within one month from the date of the judgment. However, the court has also held that the employees are not entitled to interest on unpaid pension. The judgment was passed by a division bench of the Supreme Court consisting of Justices D.K. Jain and R.M. Lodha on March 27, 2009."
800341,"[INST]You are given a part of a court judgment along with which case it belongs to. You are a legal expert.


### Judgment Excerpt: In the view he took on the main question of infringement of copyright the
learned Judge Ramaswami, J. did not consider it necessary to discuss the
evidence on the question of damages because be concluded that the plaintiffs-
appellants were not entitled to any damages. It is unnecessary to call for a
finding on this question because at the conclusion of the hearing of the
appeal both sides agreed that in case we found for the plaintiffs on the
question of infringement of copyright the damages to which the plaintiffs
would be entitled should be Rs. 500; accordingly we hold the plaintiffs are
entitled to recover damages Rs. 500 from the defendants.
It is not permissible for the plaintiffs-appellants to ask for an account of
the profits made by the respondents, in addition to damages for infringement
of copyright. In the result, the appeal is allowed the decree and judgment of
Ramaswami, J. are set aside and the appellants are given a decree, for
injunction in terms of Clause (a) of paragraph 15 of the plaint, and also a
decree for damages in the sum of Rs. 500 with interest at 6 per cent per annum
payable from this date till recovery. All other claims made in the plaint are
refused,
12\. The appellants will be entitled to get their costs incurred during the
trial before Ramaswami, J, from the respondents. But there will be no order as
to costs in the appeal.


Write a summary of this court judgment.[/INST]","  This court judgment is in regards to a case of copyright infringement. The plaintiffs-appellants had sued the defendants-respondents for infringing on their copyright by using their work without permission. The trial court had ruled in favor of the defendants, but the plaintiffs appealed the decision. The appellate court found that the plaintiffs were entitled to damages for the infringement, and accordingly awarded them Rs. 500 in damages, along with interest at 6% per annum from the date of the judgment until recovery. The court also granted an injunction in favor of the plaintiffs, restraining the defendants from further infringing on their copyright. The court refused all other claims made in the plaint. The appellants were also awarded their costs incurred during the trial before Ramaswami, J, but there was no order as to costs in the appeal."
